age,credit_default,income,credit_card,personal_loan,mortgage,savings_account,investment_product,auto_loan,wealth_management,days_since_last_transaction,current_balance,peak_month,peak_month_spending,peak_month_frequency,total_transactions_3m,total_transactions_6m,total_transactions_12m,total_transaction_amount_3m,total_transaction_amount_6m,total_transaction_amount_12m,average_transaction_amount_3m,average_transaction_amount_6m,average_transaction_amount_12m,transaction_frequency_3m,transaction_frequency_6m,transaction_frequency_12m,high_value_transaction_rate_3m,high_value_transaction_rate_6m,high_value_transaction_rate_12m,online_transaction_ratio_3m,online_transaction_ratio_6m,online_transaction_ratio_12m,has_mobile_app,has_web_account,mobile_logins_per_week,web_logins_per_week,avg_mobile_session_duration,avg_web_session_duration,job_blue-collar,job_entrepreneur,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_married,marital_single,education_secondary,education_tertiary,region_Suburban,region_Urban,cluster
50,0,3542,1,1,0,1,0,1,0,79,6250.52153372277,10,11812.81353612516,51,111,238,417,17750.158007235186,44704.18738603377,75946.46208636618,159.91133339851518,187.8327201093856,182.1258083605904,37.0,39.66666666666666,34.75,0.1081081081081081,0.1050420168067226,0.1031175059952038,0.6296875828908521,0.6827921726669505,0.6014192630735113,1,1,7,6,5.3,4.4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
35,0,2254,0,0,1,1,1,1,0,17,3551.741038797279,10,19767.03228015184,47,147,249,371,17848.959187663186,36060.48297834479,89839.8005594637,121.42149107253869,144.82121678050115,242.1557966562364,49.0,41.5,30.916666666666668,0.0476190476190476,0.0883534136546184,0.059299191374663,0.677776608019149,0.6861996959930388,0.6752458143495851,1,1,10,4,3.1,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60,0,1354,1,0,0,1,0,0,0,6,3887.768395510894,9,2769.3941016932285,40,87,184,404,5428.216683900393,18742.19252016761,13858.691119591682,62.39329521724589,101.85974195743265,34.30369089007842,29.0,30.666666666666668,33.666666666666664,0.0689655172413793,0.0543478260869565,0.0569306930693069,0.6463942320021342,0.6251050456121465,0.5959860523568564,1,1,6,9,6.4,3.1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
34,0,2763,1,1,1,1,1,0,1,14,6995.049285630072,1,11440.683765947637,51,92,290,433,11851.522142284315,65099.96021015906,69410.29150692889,128.8208928509165,224.4826214143416,160.30090417304592,30.666666666666668,48.333333333333336,36.083333333333336,0.0869565217391304,0.1448275862068965,0.1177829099307159,0.686206539847225,0.7838494930263977,0.666101957652331,1,0,9,0,2.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
38,0,8081,1,1,1,1,0,1,0,26,14425.70679020545,2,42258.298136267695,50,81,218,515,33145.21647108295,87751.98695672794,222438.22818085772,409.2002033467031,402.53205026021993,431.9188896715685,27.0,36.333333333333336,42.91666666666666,0.2098765432098765,0.0963302752293578,0.1475728155339805,0.6168794169772812,0.7671764371856857,0.6002152598344779,1,0,11,0,4.7,0.0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2
30,0,3592,1,1,1,1,0,1,0,24,9789.39903472925,6,30182.420630014843,48,75,138,438,13764.11380177744,19486.06692365852,140368.37015317634,183.5215173570325,141.20338350477186,320.47573094332495,25.0,23.0,36.5,0.08,0.0797101449275362,0.0890410958904109,0.6291832462987994,0.6422783034887881,0.5926729677586658,1,1,9,7,1.6,7.1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
33,0,2066,1,0,0,1,0,0,0,0,2098.0846562069123,4,19795.07980635568,43,88,235,401,9984.137493577548,22617.792899079333,94787.93812767518,113.45610788156304,96.24592723012482,236.37889807400296,29.33333333333333,39.16666666666666,33.416666666666664,0.1022727272727272,0.1234042553191489,0.1047381546134663,0.6269975050878696,0.7369230002510831,0.6510431035797734,1,0,10,0,7.1,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
55,0,3020,1,1,1,1,0,1,0,160,7202.642403857922,10,14483.234397029197,43,0,186,431,0.0,51435.04407878924,93183.23902070436,0.0,276.532495047254,216.2024107208918,0.0,31.0,35.916666666666664,0.0,0.0698924731182795,0.0672853828306264,0.0,0.6969952995446963,0.6451049444147784,1,1,5,7,4.8,6.4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
43,0,3235,1,0,1,1,0,1,0,13,6809.596469852905,3,8691.84150012076,51,133,141,411,23603.20023638123,18165.975920972087,50947.34107846404,177.46767095023483,128.8367086593765,123.95946734419474,44.333333333333336,23.5,34.25,0.0676691729323308,0.0921985815602836,0.0778588807785888,0.6467294199367623,0.6248972588471805,0.7161254665917753,1,1,5,5,7.2,4.7,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
59,0,1882,0,0,1,1,0,1,1,0,1911.8619708847075,5,20193.124808984583,42,97,185,369,9517.50932516316,7507.767018448824,132606.73304270013,98.1186528367336,40.5825244240477,359.3678402241196,32.333333333333336,30.83333333333333,30.75,0.1443298969072164,0.1081081081081081,0.08130081300813,0.7004611482042283,0.6811359097437548,0.6143373849654826,1,1,5,7,5.9,5.5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
36,0,4270,1,0,1,1,1,1,0,0,9258.68921130201,5,8735.27794730535,54,131,241,443,24375.051122369776,75431.20417004466,42542.638727464735,186.06909253717387,312.9925484234218,96.0330445315231,43.66666666666666,40.16666666666666,36.91666666666666,0.0916030534351145,0.0954356846473029,0.1083521444695259,0.6362567242503159,0.6279073366891016,0.6931171768122287,1,1,11,4,1.2,2.8,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
40,0,2534,0,1,0,1,0,1,0,0,3518.2896113412453,1,10449.320840700337,37,96,182,423,14584.580827508236,14728.170329668845,52432.09118337516,151.92271695321077,80.92401280037826,123.95293423965758,32.0,30.33333333333333,35.25,0.0833333333333333,0.0934065934065934,0.1087470449172576,0.6336322923101393,0.5991998246049814,0.6338497628676367,1,1,7,6,2.8,6.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
29,0,3085,0,0,1,1,1,1,0,6,5901.430917189458,5,16491.970542320552,60,106,234,503,17874.86786781628,19028.797999310795,102452.18900202464,168.63082894166303,81.31964956970425,203.6822842982597,35.333333333333336,39.0,41.91666666666666,0.0660377358490566,0.0982905982905982,0.0656063618290258,0.6881419279770531,0.7108833330568328,0.7023676088869824,1,1,11,5,5.4,6.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
46,0,2968,1,1,0,1,0,1,0,0,8520.919056301904,10,11782.16467045887,34,94,264,366,13511.532863574888,32851.73696288632,57433.75845592949,143.73971131462645,124.4383975866906,156.92283731128276,31.33333333333333,44.0,30.5,0.1063829787234042,0.0719696969696969,0.0683060109289617,0.6799999132016243,0.6485590958936002,0.6396254166724527,0,1,0,5,0.0,5.5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
72,0,3919,1,0,0,1,0,0,0,16,7713.687148546292,7,12740.13257178586,32,85,98,293,15940.364258313311,16232.330682881244,68873.66045987258,187.5336971566272,165.63602737633923,235.06368757635693,28.33333333333333,16.333333333333332,24.416666666666668,0.0941176470588235,0.1428571428571428,0.098976109215017,0.513910791793101,0.4358654762722467,0.4949267669728939,1,1,5,8,4.5,6.3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
43,0,4607,1,1,1,1,0,1,0,20,13499.116431806971,8,18703.46272118309,48,119,333,511,26326.451763223085,65174.106520761,114243.32859503936,221.23068708590827,195.71803759988288,223.5681577202336,39.66666666666666,55.5,42.583333333333336,0.1428571428571428,0.1051051051051051,0.1272015655577299,0.785731288380416,0.669812328390485,0.6333106196520772,1,1,7,5,4.6,9.9,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
47,0,3861,1,1,1,1,0,1,0,0,8903.809840027721,6,10047.9927738086,45,91,232,406,17268.34797650046,53010.29787550392,54623.333122632524,189.76206567582923,228.4926632564824,134.54022936608996,30.33333333333333,38.66666666666666,33.833333333333336,0.1648351648351648,0.0991379310344827,0.0985221674876847,0.6160433572876963,0.6320377156578451,0.5838410108409875,1,1,6,5,3.9,9.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
68,0,1966,0,0,1,1,1,0,0,200,2581.932163338533,3,2341.176659166213,16,33,0,139,2810.621950252564,0.0,11227.145767878214,85.17036212886556,0.0,80.7708328624332,11.0,0.0,11.583333333333334,0.1212121212121212,0.0,0.0503597122302158,0.4991508002488797,0.0,0.5027893092915049,1,1,6,8,5.2,7.1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1
51,0,317,1,0,0,1,0,1,0,0,452.5545221569981,1,542.2353617775971,25,56,127,261,890.9212000499514,2295.0700068965125,2939.130455584662,15.909307143749132,18.07141737713789,11.261036228293724,18.666666666666668,21.166666666666668,21.75,0.0714285714285714,0.0314960629921259,0.0651340996168582,0.623892426336262,0.5520165436682369,0.5586479980493874,1,1,5,8,3.8,6.2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
75,0,2062,1,0,0,1,0,0,0,37,3876.2492036638814,10,2620.348063518274,16,29,65,138,2931.9192296396477,7904.0299861327585,13739.267323106267,101.10066309102233,121.60046132511935,99.55990813845122,9.666666666666666,10.833333333333334,11.5,0.2068965517241379,0.1384615384615384,0.1159420289855072,0.4675864336080415,0.4184913775865991,0.4352317174986875,1,0,7,0,5.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
45,0,2699,1,0,0,1,0,1,0,7,3697.038693454419,3,19524.75107092299,54,109,209,416,15728.4825821903,42253.78727197082,115688.46157702558,144.29800534119542,202.17123096636757,278.09726340631147,36.333333333333336,34.833333333333336,34.666666666666664,0.110091743119266,0.0669856459330143,0.1057692307692307,0.662411320759099,0.6086035545952524,0.7230027298693803,1,1,5,6,5.0,3.4,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
49,0,8654,1,0,1,1,0,1,1,0,10415.5281025077,5,41666.25026246881,57,168,365,507,71956.42785376302,147775.27901388027,225024.48302099563,428.3120705581132,404.8637781202199,443.8352722307606,56.0,60.833333333333336,42.25,0.1309523809523809,0.1205479452054794,0.1479289940828402,0.6558095811933651,0.6690127903811257,0.6552319046609016,1,1,6,5,3.2,1.4,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2
46,0,1460,1,1,1,1,0,1,0,42,2344.65616201578,6,4808.76489868757,34,84,188,346,5878.468637884506,16189.103125130998,28329.511636722844,69.98176949862507,86.11225066559041,81.87720126220475,28.0,31.33333333333333,28.83333333333333,0.0952380952380952,0.0425531914893617,0.0433526011560693,0.5939058450832211,0.6932797727142942,0.6551445566029844,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
53,0,2592,0,0,0,1,0,1,0,11,5355.515469428106,1,16558.608281396402,35,81,187,366,12674.796162166862,19318.098584576444,80555.72778755934,156.47896496502298,103.30534002447295,220.09761690589983,27.0,31.166666666666668,30.5,0.0493827160493827,0.0802139037433155,0.0765027322404371,0.6163481236653275,0.6330130410758198,0.6542564949357784,1,1,6,8,0.2,7.3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
39,0,7664,1,1,0,1,1,1,1,4,14512.03375221526,5,39407.42428014348,51,135,259,513,48660.654860794144,105061.81090840106,185164.86498635303,360.4492952651418,405.6440575613941,360.94515591881685,45.0,43.16666666666666,42.75,0.1259259259259259,0.1467181467181467,0.1325536062378167,0.7187340473809438,0.7200932208677734,0.7149495985566611,1,1,11,5,0.0,4.7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2
60,0,8646,1,1,0,1,1,1,0,19,16436.74104844181,11,43789.027619828026,62,80,324,504,30126.175010830822,244249.2079690456,200970.9059935596,376.5771876353853,753.8555801513752,398.751797606269,26.666666666666668,54.0,42.0,0.1,0.1018518518518518,0.1309523809523809,0.7044494894947099,0.6758880095585903,0.6648817449450274,1,0,7,0,4.4,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2
41,0,134,1,1,0,1,0,1,0,13,375.8473175861891,4,283.7517912358325,26,52,170,239,363.1830191371655,510.1791775971194,1744.6326175216143,6.984288829560874,3.001053985865408,7.299718064943994,17.333333333333332,28.33333333333333,19.916666666666668,0.0961538461538461,0.0941176470588235,0.0711297071129707,0.5943732433756685,0.6231837240807878,0.6601207834502617,0,1,0,4,0.0,6.9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
22,0,4732,0,0,1,1,0,1,1,19,4899.78788570004,10,8737.993783507043,58,144,223,531,34501.58379630623,48419.72942760601,39300.95370328873,239.59433191879327,217.1288315139283,74.01309548641946,48.0,37.16666666666666,44.25,0.1388888888888889,0.2062780269058296,0.1487758945386064,0.775777395472274,0.7423588189347848,0.6941540709730566,1,0,10,0,1.6,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
53,0,2506,1,1,0,1,0,1,0,11,4018.270621887348,1,14777.02881887377,40,94,244,386,14197.794766152683,29758.03373544539,82238.82495633143,151.04036985268812,121.95915465346472,213.05395066407107,31.33333333333333,40.66666666666666,32.166666666666664,0.0957446808510638,0.081967213114754,0.0932642487046632,0.6441532510967054,0.7047600342662841,0.6334287305290114,1,1,6,8,3.2,7.3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
55,0,3115,1,1,0,1,0,1,1,6,7386.371958975985,7,7879.561932524741,38,69,162,345,10104.949967382756,24254.153668829375,40753.60285978935,146.448550251924,149.7169979557369,118.12638510083868,23.0,27.0,28.75,0.0869565217391304,0.0802469135802469,0.0608695652173913,0.5732094218293019,0.5791662227729434,0.6465604011945404,1,1,6,7,1.1,8.4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
56,0,4167,1,1,1,1,0,1,1,13,12223.900844014292,6,15365.662353544836,59,129,224,508,32675.907269709816,46053.07245900194,100298.42962829866,253.30160674193652,205.59407347768723,197.43785359901312,43.0,37.333333333333336,42.333333333333336,0.1085271317829457,0.0848214285714285,0.1417322834645669,0.6826783959717259,0.7295369788768232,0.7372163697486778,0,1,0,7,0.0,5.2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
62,0,1608,1,0,1,1,1,1,0,22,4103.757026373864,10,13344.71632975004,29,50,127,286,4419.183237900097,6255.971370787019,54120.09728807372,88.38366475800194,49.25961709281117,189.2311093988592,16.666666666666668,21.166666666666668,23.83333333333333,0.1,0.0708661417322834,0.0489510489510489,0.4739380836978882,0.3603755443099157,0.4716354547190106,0,1,0,8,0.0,8.5,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
43,0,2583,1,1,1,1,1,1,0,20,3090.429099183085,2,14801.993622967446,52,85,294,457,12363.940512118,32710.69621136571,91347.40749316536,145.45812367197647,111.2608714672303,199.88491792815176,28.33333333333333,49.0,38.083333333333336,0.0588235294117647,0.0748299319727891,0.0678336980306345,0.7035018918459105,0.6524178941859733,0.6681976484534149,1,1,6,4,3.5,5.5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
30,0,4880,1,1,1,1,0,0,0,0,11450.817797085836,9,46628.05352398396,50,99,351,454,22480.892243061026,105461.86456371684,285179.04918133497,227.07971962687904,300.46115260318186,628.1476854214427,33.0,58.5,37.833333333333336,0.0606060606060606,0.1025641025641025,0.1101321585903083,0.6867144974047853,0.711344046161191,0.6539439678814088,1,1,11,5,5.9,5.7,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,2
46,0,1292,1,1,1,1,1,0,0,18,2496.566597235939,1,3625.229324413607,35,76,182,334,5101.090982757878,11971.814101961048,20190.895437259587,67.1196181941826,65.77919836242333,60.451782746286185,25.33333333333333,30.33333333333333,27.83333333333333,0.0657894736842105,0.0604395604395604,0.0658682634730539,0.6245196622618935,0.695066733473578,0.6260112814804903,0,1,0,5,0.0,3.8,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
39,0,3235,1,1,0,1,1,1,0,22,3576.8182125024605,12,24530.479645649397,51,109,230,397,20073.48031479244,35032.487532742976,119104.37725708178,184.16036986048107,152.31516318583903,300.01102583647804,36.333333333333336,38.333333333333336,33.083333333333336,0.055045871559633,0.0956521739130434,0.08816120906801,0.6446967471457398,0.5974933379329294,0.6883333161088003,1,1,10,5,5.4,5.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
26,0,1708,1,1,1,1,0,0,1,3,4712.996879402956,2,5234.39204365446,58,137,265,493,10787.072796943938,23053.168043387726,24942.267657000968,78.73775764192655,86.9930869561801,50.59283500405876,45.66666666666666,44.16666666666666,41.083333333333336,0.0583941605839416,0.0528301886792452,0.0446247464503042,0.7174197018016175,0.6761509711511398,0.7207137108839569,1,0,10,0,5.8,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
61,0,3475,1,0,0,0,0,0,0,3,3484.913813587015,7,13973.558169227132,30,96,207,315,19852.417601367397,41847.671847144775,58876.799137774666,206.7960166809104,202.16266592823564,186.9104734532529,32.0,34.5,26.25,0.0625,0.0869565217391304,0.0793650793650793,0.5174834553791622,0.5460309269117323,0.4597373874067554,1,1,6,8,3.1,8.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
59,0,7626,1,0,0,1,1,1,1,10,22790.07082500657,7,103629.90222572428,55,94,332,476,39880.98974542792,233138.22175266573,441990.7638829477,424.2658483556162,702.2235594959811,928.552024964176,31.33333333333333,55.333333333333336,39.66666666666666,0.1595744680851064,0.0903614457831325,0.1260504201680672,0.729447051633021,0.799548519078525,0.6471780409813219,1,0,6,0,3.2,0.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,2
30,0,3657,1,1,0,1,0,1,0,59,10310.888625333388,6,11637.693299259548,46,103,147,441,17942.354725142,42030.78374388591,51819.91174230241,174.19761869069902,285.9236989379994,117.5054688034068,34.333333333333336,24.5,36.75,0.0485436893203883,0.0816326530612244,0.0702947845804988,0.6530573554633085,0.6402587863018607,0.665084340998311,1,0,10,0,4.1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
45,0,1855,1,0,1,1,1,1,0,80,3280.4093921672625,11,2849.63537792207,42,129,199,403,12687.932366670018,28131.45191317776,16063.745708384296,98.35606485790711,141.3640799657174,39.86041118705781,43.0,33.166666666666664,33.583333333333336,0.0775193798449612,0.0603015075376884,0.0620347394540942,0.5301421028392412,0.618597846204606,0.6294719771412997,1,0,6,0,6.3,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
58,0,1995,1,0,0,1,0,1,0,28,2971.718325356054,11,7401.585311905521,42,105,159,392,12165.263335280812,20395.427284789115,43245.92938257327,115.85965081219824,128.27312757729004,110.3212484249318,35.0,26.5,32.666666666666664,0.0476190476190476,0.0314465408805031,0.0586734693877551,0.5835992771922495,0.5554228967559076,0.6586463019908281,1,1,4,8,4.1,5.5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
59,0,2465,1,0,1,1,0,0,0,67,3560.3259336657256,4,8219.821180782796,42,116,167,341,17389.86493656188,13417.034075955327,33690.04496762895,149.91262876346448,80.34152141290615,98.79778582882388,38.66666666666666,27.83333333333333,28.416666666666668,0.1034482758620689,0.1077844311377245,0.1055718475073313,0.5555844897159098,0.6032664121384006,0.5631405057270695,1,1,7,8,3.9,6.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
49,0,3444,1,1,0,1,0,1,0,17,8520.842373968397,9,13584.922746512386,34,88,218,340,16281.606365363275,41296.72752250331,71684.48347035269,185.01825415185544,189.43452991973996,210.8367160892726,29.33333333333333,36.333333333333336,28.33333333333333,0.1022727272727272,0.055045871559633,0.1,0.6657406856436323,0.6209797064619187,0.6790321269274321,1,1,8,7,3.4,7.1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
27,0,9730,1,0,1,1,0,0,1,14,25326.001706634688,9,85473.04041981694,69,96,368,629,49527.75487369879,184586.4900703147,434996.1809536306,515.9141132676957,501.5937230171595,691.5678552521949,32.0,61.333333333333336,52.41666666666666,0.125,0.1195652173913043,0.12241653418124,0.7380394351106027,0.711182968970608,0.7601533842608804,1,1,11,4,5.3,6.1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2
49,0,3452,1,0,0,1,0,1,0,0,8321.370162542442,4,14044.85988851755,40,116,219,460,20849.615648302675,45725.63101334428,60110.8328978161,179.73806593364375,208.7928356773711,130.67572369090456,38.66666666666666,36.5,38.333333333333336,0.0948275862068965,0.0821917808219178,0.0847826086956521,0.5821270769626855,0.7144233967656292,0.6366987079430106,1,1,6,6,4.8,6.8,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
47,0,3280,1,1,1,1,0,1,0,11,7067.144877884271,11,15244.57609951331,40,127,206,471,20383.02874702085,44607.25449893648,94110.82732933588,160.49628934662087,216.5400703831868,199.81067373532036,42.333333333333336,34.333333333333336,39.25,0.1496062992125984,0.116504854368932,0.0997876857749469,0.6769435436108706,0.6135793336183386,0.5930056167062445,0,1,0,5,0.0,5.9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
62,0,5533,1,0,1,1,1,1,0,42,11944.093694195048,9,10324.775008036751,42,77,209,384,22349.266385434006,54009.59604867811,63040.67306206765,290.25021279784426,258.4191198501345,164.16841943246786,25.666666666666668,34.833333333333336,32.0,0.2077922077922078,0.1148325358851674,0.1302083333333333,0.5146549739385814,0.5558067626967221,0.487819063855829,0,1,0,9,0.0,5.6,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
45,0,3063,1,0,1,0,0,1,0,24,5377.4679969572535,6,26252.394130638146,41,91,202,400,12543.82005181535,40248.55886930625,106225.1696430259,137.84417639357528,199.2502914322092,265.56292410756475,30.33333333333333,33.666666666666664,33.333333333333336,0.1318681318681318,0.094059405940594,0.09,0.7120240361076638,0.6988983315539551,0.6709565938435176,0,1,0,4,0.0,3.4,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
21,0,1095,0,1,1,1,0,1,1,0,1656.8513356482538,1,2748.500732437606,38,118,119,358,6289.747515728909,5418.651286494148,17847.856920024224,53.30294504855008,45.53488476045502,49.85434893861515,39.333333333333336,19.83333333333333,29.83333333333333,0.0762711864406779,0.0840336134453781,0.0977653631284916,0.5975084801996504,0.6051796398914274,0.6859426459590401,1,1,10,5,1.3,3.1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
38,0,2142,1,0,1,1,0,1,1,0,5250.413570981824,7,6837.78525919506,43,87,237,356,10365.585787853728,12923.056944655587,40784.80004647916,119.14466422820378,54.52766643314594,114.56404507437964,29.0,39.5,29.666666666666668,0.1149425287356321,0.0759493670886076,0.0870786516853932,0.5638006810011728,0.6670852377662871,0.5717355058288144,1,1,9,4,1.1,3.4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
25,0,286,0,1,1,1,1,1,0,15,856.7975378543523,12,693.4411369624223,33,83,217,340,1607.543132159008,3368.8143798265023,4334.919042167041,19.367989544084438,15.524490229615218,12.749761888726592,27.666666666666668,36.16666666666666,28.33333333333333,0.0481927710843373,0.0737327188940092,0.0294117647058823,0.7098593812421825,0.6405282786478139,0.6905522916705623,1,1,11,4,2.2,3.3,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
32,0,4174,1,0,1,1,0,0,1,20,7297.91695241188,10,23766.37518901703,52,151,165,436,30142.74487963492,48577.30717957843,115236.40286955432,199.6208270174498,294.4079223004753,264.30367630631724,50.333333333333336,27.5,36.333333333333336,0.152317880794702,0.1757575757575757,0.1353211009174312,0.6915900555247131,0.6353481131018612,0.6790395589315777,1,1,11,4,2.1,6.3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
49,0,9877,0,0,1,1,1,1,1,7,24955.70948298166,9,49225.74954813605,59,80,246,523,35623.527239633666,72456.26172931517,257383.42218495355,445.2940904954209,294.5376493061592,492.12891431157465,26.666666666666668,41.0,43.583333333333336,0.1875,0.1626016260162601,0.1548757170172084,0.6876506120592103,0.6418687566809107,0.6632431438098645,1,1,6,4,3.0,1.1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,2
46,0,1314,1,0,0,1,0,0,0,35,2155.330035975328,12,3963.267188720216,35,98,167,380,6145.841252582941,11966.177335914876,24701.55993433072,62.71266584268307,71.6537565024843,65.004105090344,32.666666666666664,27.83333333333333,31.666666666666668,0.0408163265306122,0.0718562874251497,0.0552631578947368,0.5963600939462291,0.7131095296333824,0.6677654194715178,1,0,6,0,5.1,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
42,1,3993,1,0,1,1,0,1,0,0,6570.691355092995,12,10846.002818644462,37,70,191,403,13431.889547652618,47134.7506187074,65118.40399181254,191.8841363950374,246.7787990508241,161.5841290119418,23.33333333333333,31.83333333333333,33.583333333333336,0.0857142857142857,0.1570680628272251,0.0843672456575682,0.5580141485868485,0.6283153871951626,0.7257621661718769,1,1,7,5,4.5,3.6,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
42,0,440,0,1,1,1,0,0,0,23,625.2868522227692,9,2570.5633477081005,22,71,86,283,1339.6294797783785,1523.8219901864677,13292.47967711378,18.868020841948997,17.71886035100544,46.96989285199216,23.666666666666668,14.333333333333334,23.58333333333333,0.1126760563380281,0.1511627906976744,0.07773851590106,0.5796367945198082,0.5073522904225998,0.5835231084128747,0,1,0,3,0.0,2.6,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1
60,0,3339,1,1,0,1,0,1,0,10,4061.463717899187,7,16911.854995450078,49,145,224,420,24345.69477466596,37847.23603762201,83545.16822537596,167.90134327355835,168.9608751679554,198.9170672032761,48.333333333333336,37.333333333333336,35.0,0.0413793103448275,0.0491071428571428,0.0476190476190476,0.5636517236138354,0.5697234289881045,0.6678690484093699,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
49,0,2207,1,1,1,1,1,1,0,17,5140.744224758641,10,6800.8875308677225,37,76,193,395,7974.044415800212,16424.942423193526,37021.56816580607,104.9216370500028,85.10332861758303,93.72548902735714,25.33333333333333,32.166666666666664,32.916666666666664,0.1447368421052631,0.1191709844559585,0.1189873417721519,0.6427852355361848,0.6755700817627321,0.6242354677178003,1,1,5,5,4.0,4.4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
81,0,1990,1,1,1,1,0,0,0,57,4214.543823691028,7,3628.361740894426,15,39,62,159,4079.633074634529,2977.582551264271,24092.060790915897,104.60597627268022,48.02552502039147,151.52239491142075,13.0,10.333333333333334,13.25,0.0769230769230769,0.0,0.0566037735849056,0.4499761859092587,0.4055917591285039,0.3825722572750316,1,0,7,0,4.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
53,0,1662,0,0,1,1,0,1,0,16,3152.918169520389,7,7551.832327294653,33,96,151,365,8169.09016408304,7688.476085674309,37479.09893289828,85.09468920919834,50.917060170028535,102.6824628298583,32.0,25.166666666666668,30.416666666666668,0.1041666666666666,0.0596026490066225,0.1041095890410958,0.6262786956518797,0.6159140690410458,0.6597364328856692,1,1,7,8,0.4,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
56,0,4337,1,0,1,1,0,0,1,0,11335.474423312637,2,13253.353354118915,48,110,182,445,29495.47870574343,53191.265772600746,53626.88632519783,268.14071550675845,292.25970204725684,120.50985691055692,36.66666666666666,30.33333333333333,37.083333333333336,0.0818181818181818,0.1428571428571428,0.0831460674157303,0.6230618536299051,0.7096789429594849,0.654809023667344,1,0,4,0,1.8,0.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
