engagement_id,customer_id,campaign_id,channel,sent,delivered,opened,clicked,engagement_date,engagement_time,conversion_status
15008,1881,24,Email,Yes,Yes,No,No,2024-01-16 09:11:12,09:11:12,No
15009,4655,24,Email,Yes,Yes,No,No,2024-01-16 12:09:17,12:09:17,No
15010,8808,24,Email,Yes,Yes,No,No,2024-01-08 16:27:48,16:27:48,No
15011,957,24,Email,Yes,Yes,No,No,2024-01-14 10:31:03,10:31:03,No
15012,8914,24,Email,Yes,Yes,No,No,2023-12-13 10:50:31,10:50:31,No
15013,9652,24,Email,Yes,Yes,Yes,No,2024-01-18 16:43:04,16:43:04,No
15014,4485,24,Email,Yes,Yes,No,No,2024-01-15 14:32:00,14:32:00,No
15015,2685,24,Email,Yes,Yes,Yes,No,2024-01-19 15:35:28,15:35:28,No
15016,8003,24,Email,Yes,Yes,No,No,2024-01-02 14:34:06,14:34:06,No
15017,4755,24,Email,Yes,Yes,Yes,No,2024-01-14 14:59:37,14:59:37,No
15018,4486,24,Email,Yes,Yes,No,No,2024-01-08 10:47:23,10:47:23,No
15019,1863,24,Email,Yes,Yes,No,No,2024-01-15 14:42:15,14:42:15,No
15020,1808,24,Email,Yes,Yes,No,No,2024-01-12 16:59:33,16:59:33,No
15021,5065,24,Email,Yes,Yes,No,No,2023-12-20 12:05:04,12:05:04,No
15022,1266,24,Email,Yes,Yes,No,No,2024-01-19 19:34:31,19:34:31,No
15023,2264,24,Email,Yes,Yes,Yes,No,2023-12-19 13:00:21,13:00:21,No
15024,2878,24,Email,Yes,Yes,No,No,2023-12-12 11:49:26,11:49:26,No
15025,9911,24,Email,Yes,No,Yes,No,2024-01-10 13:37:51,13:37:51,No
15026,8313,24,Email,Yes,Yes,No,Yes,2023-12-22 17:40:08,17:40:08,No
15027,4976,24,Email,Yes,Yes,No,No,2024-01-13 08:40:15,08:40:15,No
15028,6970,24,Email,Yes,Yes,Yes,Yes,2024-01-20 14:35:35,14:35:35,No
15029,7554,24,Email,Yes,Yes,Yes,No,2023-12-08 12:20:01,12:20:01,Yes
15030,8131,24,Email,Yes,Yes,No,No,2024-01-17 09:15:37,09:15:37,No
15031,1181,24,Email,Yes,Yes,Yes,No,2023-12-15 15:34:06,15:34:06,No
15032,7406,24,Email,Yes,Yes,No,No,2023-12-19 16:19:57,16:19:57,No
15033,9055,24,Email,Yes,Yes,Yes,No,2023-12-16 13:44:37,13:44:37,No
15034,7874,24,Email,Yes,Yes,No,No,2023-12-15 08:58:12,08:58:12,Yes
15035,2938,24,Email,Yes,Yes,No,No,2023-12-12 08:50:43,08:50:43,No
15036,5460,24,Email,Yes,Yes,No,No,2023-12-15 13:31:36,13:31:36,Yes
15037,2212,24,Email,Yes,Yes,No,No,2024-01-09 11:35:03,11:35:03,No
15038,868,24,Email,Yes,Yes,No,No,2023-12-21 11:14:34,11:14:34,No
15039,3795,25,SMS,Yes,Yes,No,No,2023-02-25 11:09:11,11:09:11,No
15040,7945,25,SMS,Yes,No,No,No,2023-03-08 06:23:56,06:23:56,No
15041,7371,25,SMS,Yes,Yes,No,No,2023-03-29 17:06:54,17:06:54,No
15042,5424,25,SMS,Yes,Yes,No,Yes,2023-03-08 13:01:57,13:01:57,No
15043,7648,25,SMS,Yes,Yes,No,No,2023-02-27 13:08:20,13:08:20,No
15044,704,25,SMS,Yes,Yes,No,No,2023-02-25 11:50:47,11:50:47,No
15045,7962,25,SMS,Yes,Yes,No,No,2023-02-25 12:05:58,12:05:58,No
15046,8191,25,SMS,Yes,Yes,No,No,2023-03-13 11:30:49,11:30:49,No
15047,1770,25,SMS,Yes,Yes,No,Yes,2023-03-22 14:16:46,14:16:46,No
15048,365,25,SMS,Yes,Yes,No,No,2023-02-28 12:57:36,12:57:36,No
15049,6523,25,SMS,Yes,Yes,Yes,No,2023-03-04 15:00:05,15:00:05,No
15050,3811,25,SMS,Yes,Yes,No,No,2023-03-23 14:40:18,14:40:18,No
15051,7279,25,SMS,Yes,Yes,Yes,No,2023-02-27 10:18:19,10:18:19,No
15052,7583,25,SMS,Yes,Yes,No,No,2023-02-26 16:57:56,16:57:56,No
15053,7073,25,SMS,Yes,Yes,Yes,No,2023-03-22 16:12:53,16:12:53,No
15054,3590,25,SMS,Yes,Yes,No,No,2023-02-25 10:53:37,10:53:37,No
15055,6969,25,SMS,Yes,Yes,No,No,2023-02-27 16:10:29,16:10:29,No
15056,3748,25,SMS,Yes,Yes,No,No,2023-03-02 14:00:29,14:00:29,No
15057,6035,25,SMS,Yes,Yes,No,No,2023-03-28 14:26:43,14:26:43,No
15058,3816,25,SMS,Yes,Yes,No,No,2023-02-26 13:43:51,13:43:51,No
15059,4782,25,SMS,Yes,Yes,No,No,2023-02-25 14:41:04,14:41:04,No
15060,8571,25,SMS,Yes,Yes,No,No,2023-03-14 14:12:27,14:12:27,No
15061,4923,25,SMS,Yes,Yes,No,No,2023-03-08 14:59:58,14:59:58,No
15062,7395,25,SMS,Yes,Yes,No,No,2023-03-10 11:45:16,11:45:16,No
15063,340,25,SMS,Yes,Yes,No,No,2023-03-27 06:07:56,06:07:56,No
15064,5798,25,SMS,Yes,Yes,No,No,2023-03-19 11:13:43,11:13:43,No
15065,6215,25,SMS,Yes,Yes,Yes,No,2023-03-08 15:08:48,15:08:48,Yes
15066,5598,25,SMS,Yes,Yes,No,No,2023-03-29 20:12:03,20:12:03,No
15067,1265,25,SMS,Yes,Yes,Yes,No,2023-02-27 10:16:24,10:16:24,No
15068,6925,25,SMS,Yes,Yes,No,No,2023-02-26 12:39:51,12:39:51,No
15069,7595,25,SMS,Yes,Yes,No,No,2023-03-17 11:03:47,11:03:47,No
15070,9764,25,SMS,Yes,Yes,No,No,2023-02-27 08:25:59,08:25:59,No
15071,8399,25,SMS,Yes,Yes,No,No,2023-02-25 16:39:35,16:39:35,No
15072,7733,25,SMS,Yes,Yes,Yes,No,2023-03-20 15:32:12,15:32:12,No
15073,7059,25,SMS,Yes,Yes,No,No,2023-02-26 11:28:12,11:28:12,No
15074,6220,25,SMS,Yes,Yes,No,No,2023-03-10 10:27:37,10:27:37,No
15075,5641,25,SMS,Yes,Yes,No,No,2023-02-26 13:45:02,13:45:02,No
15076,9240,25,SMS,Yes,Yes,No,No,2023-02-27 15:22:37,15:22:37,No
15077,6581,25,SMS,Yes,Yes,Yes,No,2023-03-05 08:02:09,08:02:09,No
15078,1250,25,SMS,Yes,Yes,No,No,2023-03-16 12:28:51,12:28:51,No
15079,740,25,SMS,Yes,Yes,No,No,2023-03-26 09:29:32,09:29:32,No
15080,635,25,SMS,Yes,Yes,No,No,2023-02-28 15:49:55,15:49:55,No
15081,2642,25,SMS,Yes,Yes,Yes,No,2023-02-26 09:20:13,09:20:13,No
15082,9867,25,SMS,Yes,Yes,Yes,No,2023-03-25 15:08:55,15:08:55,No
15083,363,25,SMS,Yes,Yes,No,No,2023-02-27 15:16:10,15:16:10,No
15084,3811,25,SMS,Yes,Yes,No,No,2023-02-28 12:05:18,12:05:18,No
15085,3383,25,SMS,Yes,Yes,No,No,2023-03-03 15:17:43,15:17:43,No
15086,549,25,SMS,Yes,Yes,No,No,2023-03-19 09:17:48,09:17:48,No
15087,4244,25,SMS,Yes,Yes,Yes,No,2023-02-27 10:52:07,10:52:07,No
15088,2576,25,SMS,Yes,Yes,Yes,No,2023-03-10 12:07:42,12:07:42,No
15089,3729,25,SMS,Yes,Yes,No,No,2023-02-26 12:24:21,12:24:21,No
15090,6312,25,SMS,Yes,Yes,No,No,2023-03-17 12:23:10,12:23:10,No
15091,7047,25,SMS,Yes,Yes,No,No,2023-02-28 10:12:57,10:12:57,Yes
15092,3638,25,SMS,Yes,Yes,No,No,2023-03-13 07:52:16,07:52:16,Yes
15093,175,25,SMS,Yes,Yes,Yes,Yes,2023-02-27 15:55:14,15:55:14,No
15094,2922,25,SMS,Yes,Yes,No,No,2023-03-14 14:45:38,14:45:38,No
15095,9356,25,SMS,Yes,Yes,No,No,2023-03-17 15:34:12,15:34:12,No
15096,916,25,SMS,Yes,Yes,No,No,2023-03-02 07:02:38,07:02:38,No
15097,572,25,SMS,Yes,Yes,Yes,No,2023-03-01 13:01:48,13:01:48,No
15098,2215,25,SMS,Yes,Yes,No,No,2023-03-18 13:15:55,13:15:55,No
15099,450,25,SMS,Yes,Yes,No,No,2023-02-27 17:21:18,17:21:18,No
15100,7764,25,SMS,Yes,Yes,No,Yes,2023-02-27 14:57:43,14:57:43,No
15101,6328,25,SMS,Yes,Yes,No,No,2023-03-23 18:34:48,18:34:48,No
15102,8683,25,SMS,Yes,Yes,No,No,2023-03-04 14:25:46,14:25:46,No
15103,2131,25,SMS,Yes,Yes,Yes,No,2023-03-04 12:37:05,12:37:05,No
15104,7258,25,SMS,Yes,Yes,No,No,2023-03-28 13:03:43,13:03:43,No
15105,7150,25,SMS,Yes,Yes,No,No,2023-03-16 13:07:13,13:07:13,No
15106,810,25,SMS,Yes,Yes,No,No,2023-03-05 20:33:21,20:33:21,No
15107,6775,25,SMS,Yes,Yes,Yes,No,2023-03-10 11:27:21,11:27:21,Yes
15108,9821,25,SMS,Yes,Yes,No,No,2023-03-15 10:19:11,10:19:11,No
15109,7856,25,SMS,Yes,Yes,No,No,2023-03-01 17:43:44,17:43:44,No
15110,7982,25,SMS,Yes,Yes,No,No,2023-03-04 10:04:09,10:04:09,No
15111,551,25,SMS,Yes,Yes,No,No,2023-03-05 14:33:57,14:33:57,No
15112,4048,25,SMS,Yes,Yes,No,No,2023-02-25 12:34:09,12:34:09,No
15113,8387,25,SMS,Yes,Yes,No,No,2023-02-26 12:03:50,12:03:50,No
15114,2031,25,SMS,Yes,Yes,No,No,2023-03-28 11:35:30,11:35:30,No
15115,3667,25,SMS,Yes,Yes,No,No,2023-03-03 14:56:59,14:56:59,No
15116,5001,25,SMS,Yes,Yes,No,No,2023-02-28 14:48:27,14:48:27,No
15117,1323,25,SMS,Yes,Yes,Yes,No,2023-03-20 10:39:37,10:39:37,No
15118,4144,25,SMS,Yes,Yes,Yes,No,2023-03-24 08:52:55,08:52:55,No
15119,6720,25,SMS,Yes,Yes,No,No,2023-02-28 09:35:35,09:35:35,Yes
15120,2425,25,SMS,Yes,Yes,No,No,2023-02-26 10:56:47,10:56:47,No
15121,4474,25,SMS,Yes,Yes,No,No,2023-03-22 10:28:58,10:28:58,No
15122,4921,25,SMS,Yes,Yes,No,No,2023-03-03 18:51:19,18:51:19,No
15123,981,25,SMS,Yes,Yes,Yes,No,2023-03-26 10:05:14,10:05:14,No
15124,6229,25,SMS,Yes,Yes,No,No,2023-02-26 08:24:57,08:24:57,No
15125,8085,25,SMS,Yes,Yes,No,No,2023-03-06 13:20:03,13:20:03,No
15126,5324,25,SMS,Yes,Yes,No,No,2023-03-13 11:59:54,11:59:54,No
15127,3911,25,SMS,Yes,Yes,No,No,2023-03-26 12:44:30,12:44:30,No
15128,9494,25,SMS,Yes,Yes,No,No,2023-03-30 13:09:05,13:09:05,No
15129,2242,25,SMS,Yes,Yes,No,No,2023-03-22 13:28:07,13:28:07,No
15130,5167,25,SMS,Yes,Yes,No,No,2023-03-09 07:28:23,07:28:23,Yes
15131,1143,25,SMS,Yes,Yes,No,No,2023-02-25 12:40:27,12:40:27,No
15132,2801,25,SMS,Yes,Yes,No,No,2023-03-09 11:55:50,11:55:50,No
15133,9986,25,SMS,Yes,Yes,No,No,2023-02-27 15:30:08,15:30:08,No
15134,4458,25,SMS,Yes,Yes,No,No,2023-03-21 11:58:15,11:58:15,No
15135,9835,25,SMS,Yes,Yes,No,No,2023-03-08 10:25:33,10:25:33,No
15136,1594,25,SMS,Yes,Yes,No,No,2023-03-02 10:46:51,10:46:51,No
15137,2746,25,SMS,Yes,Yes,No,No,2023-03-22 15:15:23,15:15:23,No
15138,2702,25,SMS,Yes,Yes,No,No,2023-03-28 16:15:34,16:15:34,No
15139,6022,25,SMS,Yes,Yes,No,No,2023-03-02 12:16:05,12:16:05,No
15140,1261,25,SMS,Yes,Yes,No,No,2023-02-25 14:02:04,14:02:04,No
15141,7794,25,SMS,Yes,Yes,No,No,2023-02-25 12:11:22,12:11:22,No
15142,5170,25,SMS,Yes,Yes,No,No,2023-02-26 13:16:32,13:16:32,No
15143,9673,25,SMS,Yes,Yes,Yes,Yes,2023-02-26 13:47:26,13:47:26,No
15144,2952,25,SMS,Yes,Yes,No,No,2023-03-23 15:55:29,15:55:29,No
15145,4920,25,SMS,Yes,Yes,No,No,2023-03-27 12:52:00,12:52:00,No
15146,9218,25,SMS,Yes,Yes,No,No,2023-02-27 08:22:39,08:22:39,No
15147,6462,25,SMS,Yes,Yes,No,No,2023-03-25 18:57:12,18:57:12,No
15148,130,25,SMS,Yes,Yes,Yes,No,2023-03-14 08:10:58,08:10:58,No
15149,6486,25,SMS,Yes,Yes,No,No,2023-02-27 15:40:05,15:40:05,No
15150,8129,25,SMS,Yes,Yes,No,Yes,2023-03-08 15:16:42,15:16:42,No
15151,4351,25,SMS,Yes,Yes,No,No,2023-03-18 15:09:09,15:09:09,No
15152,602,25,SMS,Yes,Yes,No,No,2023-03-08 13:38:46,13:38:46,Yes
15153,1802,25,SMS,Yes,Yes,No,No,2023-03-12 15:09:24,15:09:24,No
15154,7840,25,SMS,Yes,Yes,No,No,2023-02-25 17:46:50,17:46:50,No
15155,3197,25,SMS,Yes,Yes,No,No,2023-02-25 08:57:19,08:57:19,No
15156,951,25,SMS,Yes,Yes,No,No,2023-03-28 16:45:30,16:45:30,No
15157,407,25,SMS,Yes,Yes,Yes,No,2023-02-25 13:24:48,13:24:48,No
15158,5279,25,SMS,Yes,Yes,No,No,2023-02-28 14:08:05,14:08:05,Yes
15159,1242,25,SMS,Yes,Yes,No,Yes,2023-02-27 14:15:17,14:15:17,No
15160,742,25,SMS,Yes,Yes,Yes,Yes,2023-03-02 14:10:36,14:10:36,No
15161,8011,25,SMS,Yes,Yes,No,Yes,2023-03-08 12:16:23,12:16:23,No
15162,4801,25,SMS,Yes,Yes,No,No,2023-02-26 12:39:53,12:39:53,No
15163,6507,25,SMS,Yes,Yes,No,No,2023-03-06 17:52:38,17:52:38,No
15164,8534,25,SMS,Yes,Yes,No,No,2023-03-05 11:30:50,11:30:50,No
15165,8875,25,SMS,Yes,Yes,Yes,No,2023-03-06 13:13:44,13:13:44,No
15166,7237,25,SMS,Yes,Yes,Yes,No,2023-03-17 05:10:47,05:10:47,No
15167,4987,25,SMS,Yes,Yes,No,No,2023-02-27 10:00:25,10:00:25,Yes
15168,4692,25,SMS,Yes,Yes,No,No,2023-03-01 16:01:04,16:01:04,No
15169,2137,25,SMS,Yes,Yes,No,No,2023-02-25 16:27:31,16:27:31,No
15170,2278,25,SMS,Yes,Yes,No,No,2023-03-29 15:25:37,15:25:37,No
15171,7894,25,SMS,Yes,Yes,No,No,2023-03-25 11:21:22,11:21:22,No
15172,634,25,SMS,Yes,Yes,Yes,No,2023-02-28 10:25:13,10:25:13,No
15173,5268,25,SMS,Yes,Yes,No,No,2023-03-18 15:53:43,15:53:43,No
15174,4957,25,SMS,Yes,Yes,No,No,2023-03-24 14:59:00,14:59:00,No
15175,4891,25,SMS,Yes,Yes,No,No,2023-03-27 15:32:10,15:32:10,No
15176,5404,25,SMS,Yes,Yes,No,No,2023-03-02 11:09:57,11:09:57,No
15177,7805,25,SMS,Yes,Yes,No,No,2023-02-26 13:48:38,13:48:38,No
15178,6925,25,SMS,Yes,Yes,No,No,2023-03-05 08:08:01,08:08:01,No
15179,3669,25,SMS,Yes,Yes,Yes,No,2023-02-28 04:36:11,04:36:11,No
15180,9941,25,SMS,Yes,Yes,No,No,2023-02-25 06:01:50,06:01:50,No
15181,3158,25,SMS,Yes,Yes,No,No,2023-02-27 18:18:22,18:18:22,No
15182,2831,25,SMS,Yes,Yes,Yes,No,2023-02-25 07:31:17,07:31:17,No
15183,1529,25,SMS,Yes,Yes,No,No,2023-02-28 11:31:06,11:31:06,No
15184,9910,25,SMS,Yes,Yes,No,No,2023-02-25 13:50:28,13:50:28,No
15185,3181,25,SMS,Yes,Yes,No,No,2023-02-25 16:49:22,16:49:22,No
15186,6828,25,SMS,Yes,Yes,No,No,2023-03-23 14:10:11,14:10:11,No
15187,4913,25,SMS,Yes,Yes,No,No,2023-02-27 11:20:48,11:20:48,No
15188,4758,25,SMS,Yes,Yes,No,No,2023-03-08 14:18:56,14:18:56,No
15189,4491,25,SMS,Yes,Yes,Yes,No,2023-02-25 14:47:03,14:47:03,No
15190,8876,25,SMS,Yes,Yes,No,No,2023-03-01 13:51:22,13:51:22,No
15191,1573,25,SMS,Yes,Yes,No,No,2023-02-25 15:49:17,15:49:17,No
15192,5511,25,SMS,Yes,Yes,No,No,2023-03-30 11:52:39,11:52:39,No
15193,3351,25,SMS,Yes,Yes,No,No,2023-02-25 13:01:00,13:01:00,No
15194,5337,25,SMS,Yes,Yes,No,No,2023-02-25 13:03:12,13:03:12,No
15195,2223,25,SMS,Yes,Yes,No,No,2023-03-30 15:53:03,15:53:03,No
15196,6031,25,SMS,Yes,Yes,No,No,2023-03-05 10:44:57,10:44:57,No
15197,772,25,SMS,Yes,Yes,Yes,No,2023-03-08 10:23:47,10:23:47,Yes
15198,1128,25,SMS,Yes,Yes,No,No,2023-03-28 13:49:14,13:49:14,No
15199,8872,25,SMS,Yes,Yes,No,No,2023-02-28 15:53:16,15:53:16,No
15200,3701,25,SMS,Yes,Yes,Yes,No,2023-02-28 14:13:25,14:13:25,No
15201,8508,25,SMS,Yes,Yes,Yes,No,2023-03-10 18:29:30,18:29:30,No
15202,7949,25,SMS,Yes,Yes,No,No,2023-02-27 16:25:07,16:25:07,No
15203,895,25,SMS,Yes,Yes,No,No,2023-02-27 11:09:10,11:09:10,No
15204,9401,25,SMS,Yes,Yes,No,No,2023-02-28 16:21:14,16:21:14,No
15205,8593,26,Email,Yes,Yes,No,No,2022-07-20 15:59:55,15:59:55,No
15206,5930,26,Email,Yes,Yes,No,No,2022-08-15 15:55:33,15:55:33,Yes
15207,8044,26,Email,Yes,Yes,No,No,2022-09-04 15:23:43,15:23:43,No
15208,6204,26,Email,Yes,Yes,No,No,2022-08-25 07:37:33,07:37:33,No
15209,9321,26,Email,Yes,Yes,No,No,2022-07-17 13:16:34,13:16:34,No
15210,9259,26,Email,Yes,Yes,No,No,2022-07-30 14:05:42,14:05:42,No
15211,1257,26,Email,Yes,Yes,No,No,2022-07-26 19:37:44,19:37:44,No
15212,270,26,Email,Yes,Yes,No,No,2022-09-03 13:13:59,13:13:59,No
15213,9508,26,Email,Yes,Yes,No,No,2022-08-22 14:09:28,14:09:28,Yes
15214,3512,26,Email,Yes,Yes,No,No,2022-07-13 16:29:45,16:29:45,No
15215,7039,26,Email,Yes,Yes,No,No,2022-07-22 13:19:51,13:19:51,No
15216,3514,26,Email,Yes,Yes,Yes,No,2022-07-20 15:33:37,15:33:37,No
15217,2606,26,Email,Yes,Yes,No,No,2022-08-28 06:19:06,06:19:06,No
15218,1082,26,Email,Yes,Yes,No,No,2022-07-28 17:09:27,17:09:27,No
15219,3338,26,Email,Yes,Yes,No,No,2022-07-26 06:53:50,06:53:50,No
15220,6258,26,Email,Yes,Yes,Yes,No,2022-08-13 11:05:12,11:05:12,No
15221,534,26,Email,Yes,Yes,No,Yes,2022-07-28 10:29:30,10:29:30,No
15222,3721,26,Email,Yes,Yes,No,No,2022-07-16 12:27:00,12:27:00,No
15223,5183,26,Email,Yes,Yes,Yes,No,2022-07-28 08:06:22,08:06:22,No
15224,1525,26,Email,Yes,Yes,No,No,2022-07-30 13:59:56,13:59:56,No
15225,3855,26,Email,Yes,Yes,Yes,No,2022-08-02 14:38:05,14:38:05,No
15226,3874,26,Email,Yes,Yes,No,No,2022-07-14 13:06:48,13:06:48,No
15227,2228,26,Email,Yes,Yes,No,No,2022-08-28 12:18:47,12:18:47,No
15228,4690,26,Email,Yes,Yes,No,No,2022-08-25 12:25:40,12:25:40,Yes
15229,2731,26,Email,Yes,Yes,Yes,No,2022-08-26 15:13:54,15:13:54,No
15230,4542,26,Email,Yes,Yes,Yes,No,2022-07-14 10:28:02,10:28:02,No
15231,3442,26,Email,Yes,Yes,No,No,2022-09-01 14:14:40,14:14:40,No
15232,3606,26,Email,Yes,Yes,No,No,2022-07-28 14:49:54,14:49:54,No
15233,7082,26,Email,Yes,Yes,No,Yes,2022-07-16 10:31:37,10:31:37,No
15234,2576,26,Email,Yes,Yes,No,No,2022-08-31 13:40:53,13:40:53,No
15235,2747,26,Email,Yes,Yes,No,No,2022-08-08 10:28:25,10:28:25,No
15236,5957,26,Email,Yes,Yes,Yes,No,2022-07-26 13:01:21,13:01:21,Yes
15237,6746,26,Email,Yes,Yes,No,No,2022-08-13 13:09:28,13:09:28,No
15238,6017,26,Email,Yes,Yes,No,No,2022-08-28 14:14:49,14:14:49,No
15239,827,26,Email,Yes,Yes,No,No,2022-08-28 15:28:34,15:28:34,Yes
15240,5389,26,Email,Yes,Yes,No,No,2022-07-18 14:08:59,14:08:59,No
15241,3955,26,Email,Yes,Yes,No,No,2022-07-24 09:04:23,09:04:23,Yes
15242,1829,26,Email,Yes,Yes,No,No,2022-07-13 12:29:55,12:29:55,No
15243,5103,26,Email,Yes,Yes,No,No,2022-08-07 12:04:38,12:04:38,No
15244,5385,26,Email,Yes,Yes,No,No,2022-08-28 18:58:29,18:58:29,No
15245,138,26,Email,Yes,Yes,No,No,2022-09-03 14:36:55,14:36:55,No
15246,3657,26,Email,Yes,Yes,No,No,2022-07-20 12:51:47,12:51:47,No
15247,8070,26,Email,Yes,Yes,No,No,2022-08-03 12:41:18,12:41:18,No
15248,8782,26,Email,Yes,Yes,No,No,2022-08-20 20:13:29,20:13:29,No
15249,4224,26,Email,Yes,Yes,No,No,2022-08-19 14:36:29,14:36:29,No
15250,2400,26,Email,Yes,Yes,No,No,2022-07-14 14:25:48,14:25:48,No
15251,7237,26,Email,Yes,Yes,No,No,2022-07-18 14:39:22,14:39:22,No
15252,8956,26,Email,Yes,Yes,No,No,2022-07-26 08:07:32,08:07:32,No
15253,8610,26,Email,Yes,Yes,No,No,2022-07-24 15:36:09,15:36:09,No
15254,3555,26,Email,Yes,Yes,No,No,2022-08-10 06:02:51,06:02:51,No
15255,9659,26,Email,Yes,Yes,Yes,No,2022-07-18 11:48:58,11:48:58,No
15256,3093,26,Email,Yes,Yes,No,No,2022-08-08 08:23:42,08:23:42,No
15257,8490,26,Email,Yes,Yes,No,No,2022-07-29 13:48:52,13:48:52,No
15258,1899,26,Email,Yes,Yes,No,No,2022-07-15 10:58:08,10:58:08,No
15259,4176,26,Email,Yes,Yes,Yes,Yes,2022-08-09 10:32:21,10:32:21,No
15260,6316,26,Email,Yes,Yes,No,No,2022-08-01 13:10:32,13:10:32,No
15261,1306,26,Email,Yes,Yes,No,No,2022-09-03 08:10:03,08:10:03,No
15262,5941,26,Email,Yes,Yes,No,No,2022-07-14 11:43:52,11:43:52,No
15263,8625,26,Email,Yes,Yes,No,No,2022-07-23 07:12:25,07:12:25,No
15264,9546,26,Email,Yes,Yes,No,No,2022-07-30 13:39:35,13:39:35,No
15265,7027,26,Email,Yes,Yes,No,No,2022-08-13 09:46:49,09:46:49,No
15266,6644,26,Email,Yes,Yes,No,No,2022-07-14 18:49:49,18:49:49,Yes
15267,4243,26,Email,Yes,Yes,No,No,2022-08-21 09:13:23,09:13:23,No
15268,6574,26,Email,Yes,Yes,No,Yes,2022-08-12 12:27:03,12:27:03,No
15269,6936,26,Email,Yes,Yes,No,No,2022-08-26 14:03:23,14:03:23,No
15270,3346,26,Email,Yes,Yes,Yes,No,2022-09-06 13:43:58,13:43:58,No
15271,3981,26,Email,Yes,Yes,No,No,2022-07-24 10:45:04,10:45:04,Yes
15272,4799,26,Email,Yes,Yes,No,No,2022-09-09 13:32:07,13:32:07,No
15273,1693,26,Email,Yes,Yes,Yes,No,2022-08-06 16:44:54,16:44:54,No
15274,4610,26,Email,Yes,Yes,No,No,2022-07-30 09:37:49,09:37:49,No
15275,7063,26,Email,Yes,Yes,No,No,2022-08-29 13:53:02,13:53:02,No
15276,5786,26,Email,Yes,Yes,Yes,No,2022-08-19 18:23:24,18:23:24,No
15277,9884,26,Email,Yes,Yes,No,No,2022-07-22 15:26:11,15:26:11,No
15278,388,26,Email,Yes,Yes,No,No,2022-07-13 11:59:59,11:59:59,No
15279,5836,26,Email,Yes,Yes,Yes,No,2022-07-20 11:30:21,11:30:21,No
15280,4363,26,Email,Yes,Yes,No,Yes,2022-07-26 13:53:51,13:53:51,No
15281,6475,26,Email,Yes,Yes,No,No,2022-07-27 14:01:09,14:01:09,Yes
15282,9951,26,Email,Yes,Yes,Yes,No,2022-08-30 16:25:56,16:25:56,No
15283,4262,26,Email,Yes,Yes,No,No,2022-09-08 12:47:59,12:47:59,No
15284,2559,26,Email,Yes,Yes,No,No,2022-08-02 10:15:35,10:15:35,No
15285,2222,26,Email,Yes,Yes,No,No,2022-07-15 12:22:14,12:22:14,No
15286,7342,26,Email,Yes,Yes,No,No,2022-07-14 13:35:17,13:35:17,Yes
15287,1995,26,Email,Yes,Yes,Yes,No,2022-09-01 11:08:48,11:08:48,No
15288,8651,26,Email,Yes,Yes,Yes,No,2022-07-20 14:24:28,14:24:28,No
15289,5435,26,Email,Yes,Yes,Yes,No,2022-07-21 06:35:16,06:35:16,No
15290,5899,26,Email,Yes,Yes,No,No,2022-08-10 14:08:13,14:08:13,No
15291,1974,26,Email,Yes,Yes,No,No,2022-07-30 13:44:58,13:44:58,No
15292,6318,26,Email,Yes,Yes,No,No,2022-08-10 12:18:48,12:18:48,No
15293,6816,26,Email,Yes,Yes,No,No,2022-07-27 13:06:30,13:06:30,No
15294,7151,26,Email,Yes,Yes,No,No,2022-08-10 15:14:50,15:14:50,No
15295,1025,26,Email,Yes,Yes,No,No,2022-08-02 09:38:40,09:38:40,Yes
15296,2741,26,Email,Yes,Yes,Yes,No,2022-07-13 15:18:49,15:18:49,No
15297,9579,26,Email,Yes,Yes,No,No,2022-07-20 11:07:25,11:07:25,No
15298,4965,26,Email,Yes,Yes,No,No,2022-08-06 15:48:50,15:48:50,No
15299,9068,26,Email,Yes,Yes,No,No,2022-07-14 12:04:34,12:04:34,No
15300,9330,26,Email,Yes,Yes,No,No,2022-08-19 15:59:33,15:59:33,No
15301,4606,26,Email,Yes,Yes,Yes,No,2022-07-24 15:08:17,15:08:17,No
15302,9590,26,Email,Yes,Yes,No,No,2022-07-23 11:56:39,11:56:39,No
15303,9295,26,Email,Yes,Yes,No,No,2022-07-27 10:09:30,10:09:30,No
15304,9267,26,Email,Yes,Yes,No,No,2022-07-28 14:45:48,14:45:48,No
15305,1206,26,Email,Yes,Yes,No,No,2022-07-18 12:17:46,12:17:46,No
15306,3170,26,Email,Yes,Yes,No,No,2022-07-29 16:01:00,16:01:00,No
15307,7458,26,Email,Yes,Yes,No,No,2022-07-16 14:46:51,14:46:51,No
15308,2894,26,Email,Yes,Yes,No,No,2022-07-24 16:58:39,16:58:39,No
15309,4935,26,Email,Yes,Yes,No,No,2022-08-20 10:09:58,10:09:58,No
15310,7754,26,Email,Yes,Yes,No,No,2022-08-17 20:41:15,20:41:15,No
15311,4382,26,Email,Yes,Yes,No,No,2022-08-16 14:31:22,14:31:22,No
15312,1267,26,Email,Yes,Yes,No,No,2022-09-06 10:47:45,10:47:45,No
15313,2066,26,Email,Yes,Yes,No,No,2022-08-20 09:30:28,09:30:28,No
15314,4562,26,Email,Yes,Yes,No,No,2022-07-18 12:25:34,12:25:34,No
15315,7836,26,Email,Yes,Yes,No,No,2022-07-24 15:27:27,15:27:27,No
15316,9776,26,Email,Yes,Yes,No,No,2022-09-03 16:24:05,16:24:05,No
