customer_id,age,job,marital,education,credit_default,customer_segment,region,income,created_at,credit_card,personal_loan,mortgage,savings_account,investment_product,auto_loan,wealth_management
5138,44,admin,married,primary,no,Middle-Market,Urban,3629,2023-08-30 18:27:05.321970,yes,no,yes,yes,no,yes,no
5139,40,services,single,primary,no,Middle-Market,Suburban,1385,2022-07-12 21:09:05.808562,yes,yes,yes,yes,no,no,no
5140,41,unemployed,married,primary,no,Middle-Market,Urban,547,2020-10-20 13:15:11.880731,yes,yes,yes,yes,no,no,no
5141,82,retired,married,tertiary,no,Retired,Suburban,2042,2023-08-09 09:50:38.346053,no,no,yes,yes,no,yes,yes
5142,42,admin,married,tertiary,no,Budget-Conscious,Suburban,3750,2020-03-07 20:47:09.451558,yes,yes,no,yes,yes,no,no
5143,73,retired,divorced,secondary,no,Budget-Conscious,Suburban,2169,2023-06-04 16:35:20.560672,no,yes,yes,yes,no,no,no
5144,54,self-employed,single,tertiary,no,Budget-Conscious,Suburban,3678,2024-03-26 08:50:19.306398,yes,no,yes,no,yes,yes,no
5145,50,blue-collar,married,secondary,no,Budget-Conscious,Urban,1170,2022-01-31 08:09:19.560862,yes,yes,no,yes,no,no,no
5146,35,management,married,tertiary,no,Middle-Market,Suburban,7470,2023-11-28 13:26:26.492530,yes,yes,yes,yes,no,yes,yes
5147,42,services,married,tertiary,no,Middle-Market,Suburban,1341,2023-10-16 04:39:25.193052,yes,no,yes,no,no,yes,no
5148,42,management,single,tertiary,no,High-Value,Urban,7153,2021-02-01 06:55:47.665992,yes,no,no,yes,yes,no,no
5149,37,services,single,secondary,no,Middle-Market,Urban,1542,2023-06-24 14:28:13.371796,yes,yes,no,yes,no,yes,yes
5150,40,admin,married,secondary,no,Middle-Market,Rural,3500,2024-02-01 06:59:24.998867,yes,no,no,yes,yes,yes,no
5151,58,entrepreneur,single,tertiary,no,Budget-Conscious,Suburban,4221,2024-02-16 12:55:50.437090,yes,no,no,yes,no,yes,yes
5152,37,technician,married,secondary,no,Budget-Conscious,Suburban,4179,2023-09-11 04:02:12.255193,yes,yes,yes,yes,no,no,no
5153,37,unemployed,married,tertiary,no,Middle-Market,Suburban,463,2023-03-17 12:23:23.825002,no,yes,yes,yes,yes,yes,no
5154,53,self-employed,married,primary,no,Budget-Conscious,Urban,4305,2020-07-19 21:53:03.230578,yes,no,no,yes,no,no,no
5155,50,services,single,tertiary,no,High-Value,Urban,1704,2024-04-17 17:03:59.262857,yes,yes,no,yes,no,no,yes
5156,33,entrepreneur,married,tertiary,no,High-Value,Rural,3622,2024-09-27 06:46:05.825306,yes,yes,no,yes,yes,yes,no
5157,44,technician,divorced,tertiary,no,High-Value,Urban,3142,2020-05-16 07:01:14.685925,yes,no,no,yes,no,yes,yes
5158,62,self-employed,single,secondary,no,Retired,Urban,4189,2022-10-01 07:47:12.169436,yes,no,no,yes,no,no,yes
5159,59,blue-collar,divorced,secondary,no,Middle-Market,Urban,1904,2020-07-10 01:51:00.264850,yes,no,no,yes,no,yes,no
5160,35,technician,married,tertiary,no,Middle-Market,Urban,3958,2024-04-06 10:50:04.515385,yes,yes,no,yes,no,no,no
5161,65,services,married,secondary,no,Retired,Rural,1466,2024-08-07 07:00:22.770133,yes,yes,no,yes,no,yes,no
5162,37,admin,single,secondary,no,Budget-Conscious,Suburban,4863,2023-12-08 20:17:12.082698,no,yes,yes,yes,yes,yes,no
5163,34,entrepreneur,divorced,tertiary,no,Middle-Market,Urban,1611,2020-03-30 18:42:08.449059,yes,yes,no,yes,yes,yes,no
5164,51,blue-collar,married,secondary,no,High-Value,Suburban,1109,2020-10-14 08:35:48.443087,yes,no,yes,yes,no,no,no
5165,73,admin,divorced,tertiary,no,Retired,Urban,4019,2022-03-02 21:58:31.425320,yes,yes,no,yes,no,yes,yes
5166,18,student,divorced,secondary,no,Young Professionals,Suburban,893,2024-09-28 01:09:34.559961,yes,yes,no,yes,no,no,yes
5167,45,technician,divorced,tertiary,no,High-Value,Urban,3446,2021-10-22 00:18:43.834928,yes,no,no,yes,no,no,yes
5168,29,admin,single,secondary,no,Young Professionals,Urban,4107,2024-04-13 07:12:37.279955,yes,no,yes,yes,no,yes,no
5169,42,technician,married,tertiary,no,Middle-Market,Urban,4324,2020-09-08 04:48:33.470449,yes,no,yes,yes,no,yes,no
5170,49,self-employed,single,tertiary,no,Middle-Market,Urban,4843,2023-12-03 07:29:33.991881,yes,no,yes,yes,yes,no,yes
5171,39,blue-collar,divorced,tertiary,no,Middle-Market,Urban,1625,2020-04-11 11:37:58.755910,yes,yes,yes,yes,no,no,no
5172,87,retired,married,secondary,no,Budget-Conscious,Urban,2803,2021-03-12 10:20:00.820670,yes,yes,no,yes,no,no,no
5173,50,admin,married,tertiary,no,High-Value,Urban,4211,2024-03-26 14:08:30.869669,yes,no,yes,yes,no,yes,no
5174,46,admin,divorced,tertiary,no,Middle-Market,Suburban,3918,2023-01-23 23:16:28.537113,yes,no,no,yes,no,yes,no
5175,36,blue-collar,divorced,primary,no,Middle-Market,Suburban,1877,2022-06-11 13:32:00.875561,no,yes,no,yes,yes,no,yes
5176,42,management,married,tertiary,no,Middle-Market,Urban,8020,2020-12-28 06:32:54.733186,yes,yes,yes,yes,yes,yes,no
5177,44,management,single,secondary,no,High-Value,Urban,9485,2022-03-31 13:01:16.483464,yes,no,yes,yes,yes,yes,no
5178,37,admin,single,primary,no,Budget-Conscious,Urban,4222,2020-05-07 02:14:37.322356,yes,no,yes,yes,no,no,no
5179,49,blue-collar,married,secondary,no,High-Value,Urban,2035,2020-04-03 04:24:26.277498,yes,no,yes,yes,no,yes,no
5180,55,unemployed,married,tertiary,no,Middle-Market,Suburban,661,2020-03-31 11:50:23.946149,yes,yes,no,yes,no,no,no
5181,32,blue-collar,married,secondary,no,Middle-Market,Rural,3800,2020-03-15 08:33:27.913718,yes,yes,yes,yes,no,yes,no
5182,25,management,single,secondary,no,Young Professionals,Urban,7703,2020-06-13 03:04:04.418775,yes,yes,yes,yes,yes,yes,yes
5183,22,admin,single,tertiary,yes,Young Professionals,Urban,3473,2023-12-06 00:22:47.728411,yes,yes,no,no,no,no,no
5184,17,unemployed,single,secondary,no,Young Professionals,Urban,868,2024-11-22 19:54:21.898626,no,yes,yes,no,no,no,no
5185,20,self-employed,single,tertiary,no,Young Professionals,Urban,3925,2022-08-17 21:10:27.711171,yes,yes,yes,no,no,no,no
5186,57,unemployed,divorced,primary,no,High-Value,Urban,569,2022-06-29 10:23:56.819460,yes,yes,yes,yes,no,no,yes
5187,21,services,married,tertiary,no,Young Professionals,Urban,2317,2020-09-06 10:53:21.759475,yes,yes,no,yes,no,yes,no
5188,28,blue-collar,single,secondary,no,Young Professionals,Urban,2011,2023-12-02 22:53:46.765247,yes,no,no,yes,no,yes,no
5189,46,unemployed,single,secondary,no,High-Value,Urban,683,2023-11-20 18:04:43.509263,no,no,no,yes,yes,no,yes
5190,45,technician,married,tertiary,no,Budget-Conscious,Suburban,4057,2022-01-27 00:33:16.836723,yes,no,yes,yes,no,yes,no
5191,21,entrepreneur,married,tertiary,no,Budget-Conscious,Rural,7115,2020-07-05 14:52:58.341667,yes,no,yes,yes,yes,yes,no
5192,45,services,married,primary,no,Budget-Conscious,Urban,1364,2021-04-08 12:03:54.005674,yes,yes,no,yes,yes,no,no
5193,48,self-employed,single,secondary,yes,Middle-Market,Urban,4559,2023-11-29 11:55:15.388609,yes,yes,yes,yes,yes,yes,no
5194,57,unemployed,married,primary,no,Budget-Conscious,Urban,845,2020-06-20 11:48:54.070381,yes,yes,no,yes,yes,no,no
5195,45,technician,married,primary,no,Middle-Market,Urban,3391,2022-07-30 10:13:14.321831,yes,yes,yes,yes,no,yes,no
5196,34,self-employed,married,secondary,no,High-Value,Urban,5689,2021-05-06 00:12:06.237905,yes,yes,no,yes,yes,no,no
5197,39,services,married,secondary,no,High-Value,Suburban,1396,2021-09-11 06:14:24.996137,yes,yes,yes,yes,no,yes,no
5198,33,admin,divorced,secondary,no,Middle-Market,Suburban,3202,2023-11-17 09:48:21.183262,yes,no,no,yes,yes,yes,yes
5199,43,blue-collar,married,secondary,no,Middle-Market,Suburban,2187,2020-03-10 11:48:35.844533,no,no,yes,yes,no,no,no
5200,45,technician,single,tertiary,no,Middle-Market,Suburban,4216,2023-01-06 02:33:55.582454,yes,yes,no,yes,no,no,no
5201,59,entrepreneur,single,tertiary,no,High-Value,Suburban,2866,2023-08-13 10:08:46.866734,yes,yes,yes,yes,no,no,yes
5202,22,student,single,tertiary,no,Young Professionals,Urban,239,2022-04-22 00:45:10.814215,yes,yes,no,yes,no,yes,yes
5203,56,services,single,secondary,no,High-Value,Suburban,3101,2020-03-08 02:51:59.827328,yes,no,yes,yes,no,no,no
5204,48,services,married,tertiary,no,Middle-Market,Urban,3403,2020-03-06 19:36:54.759728,yes,no,yes,yes,no,yes,no
5205,23,student,single,secondary,no,Young Professionals,Suburban,289,2020-04-15 20:37:32.110564,no,yes,no,no,no,no,no
5206,42,blue-collar,divorced,tertiary,no,High-Value,Urban,3377,2020-09-29 12:35:31.887244,yes,no,no,yes,yes,yes,yes
5207,56,management,married,tertiary,no,High-Value,Urban,5220,2020-03-09 15:31:25.045620,yes,yes,yes,yes,yes,yes,no
5208,46,blue-collar,married,secondary,no,Middle-Market,Rural,3593,2025-01-29 08:22:16.638979,yes,yes,yes,yes,no,no,yes
5209,37,management,single,secondary,no,High-Value,Urban,6627,2023-08-18 20:23:12.511841,yes,yes,yes,yes,no,no,yes
5210,57,technician,married,tertiary,no,Budget-Conscious,Suburban,3184,2020-12-12 01:08:26.096567,yes,no,no,yes,no,yes,no
5211,36,unemployed,married,primary,no,High-Value,Urban,937,2022-09-01 20:53:56.584107,yes,yes,no,yes,no,yes,no
5212,49,technician,single,secondary,no,Budget-Conscious,Suburban,3224,2020-03-06 00:39:46.798396,yes,yes,yes,yes,no,yes,no
5213,36,entrepreneur,divorced,tertiary,no,Middle-Market,Urban,3360,2022-06-15 16:09:02.467140,yes,no,yes,yes,no,yes,no
5214,52,self-employed,married,secondary,no,Budget-Conscious,Urban,4281,2022-03-06 03:21:00.145478,yes,yes,yes,no,no,yes,no
5215,32,blue-collar,married,secondary,no,Budget-Conscious,Urban,2292,2020-03-05 15:55:01.585628,no,no,no,yes,no,no,no
5216,58,services,married,secondary,no,High-Value,Urban,2602,2022-01-02 20:29:43.771280,yes,yes,no,yes,no,yes,no
5217,38,blue-collar,married,secondary,no,Middle-Market,Suburban,1850,2021-04-02 22:55:03.285350,yes,yes,yes,yes,yes,yes,no
5218,92,services,married,primary,no,Budget-Conscious,Rural,3085,2022-12-29 00:27:41.986170,yes,yes,yes,yes,yes,yes,no
5219,54,technician,married,secondary,no,Middle-Market,Urban,3577,2024-02-29 01:00:26.455277,no,yes,no,yes,no,yes,no
5220,27,admin,single,primary,no,Young Professionals,Suburban,3275,2020-03-19 18:47:03.612223,yes,no,no,yes,no,no,no
5221,28,technician,single,secondary,no,Young Professionals,Urban,4415,2022-06-11 06:09:09.315763,no,yes,no,yes,no,yes,no
5222,40,blue-collar,married,secondary,no,Middle-Market,Urban,3145,2021-07-08 23:27:12.133502,yes,yes,no,no,no,yes,no
5223,47,technician,married,secondary,no,High-Value,Urban,3370,2021-03-16 11:03:10.409063,yes,no,yes,yes,no,no,yes
5224,56,blue-collar,divorced,primary,no,High-Value,Urban,3383,2020-10-15 05:20:13.838768,yes,no,no,yes,no,no,yes
5225,28,blue-collar,single,secondary,no,Young Professionals,Urban,3093,2023-08-28 23:38:40.522176,no,yes,no,yes,no,no,yes
5226,48,admin,married,tertiary,no,High-Value,Urban,3827,2020-03-06 15:17:33.183579,yes,yes,no,no,no,yes,no
5227,89,retired,married,secondary,no,Retired,Urban,2673,2023-12-20 17:04:37.287467,yes,yes,yes,yes,no,yes,no
5228,29,management,married,tertiary,no,Young Professionals,Suburban,7794,2021-04-03 01:58:27.663989,yes,no,yes,yes,no,yes,no
5229,46,technician,married,tertiary,no,Budget-Conscious,Urban,2839,2020-04-05 02:45:03.779350,yes,no,no,yes,no,yes,no
5230,64,retired,married,secondary,no,Budget-Conscious,Urban,1763,2020-03-06 23:19:24.106310,yes,yes,yes,yes,no,no,yes
5231,34,services,married,secondary,no,Budget-Conscious,Urban,3213,2020-05-04 15:32:57.669219,yes,yes,no,yes,no,yes,yes
5232,42,blue-collar,married,secondary,no,Middle-Market,Rural,3988,2021-04-15 02:57:32.991898,yes,yes,yes,yes,yes,yes,no
5233,37,services,married,secondary,no,Budget-Conscious,Suburban,1251,2024-08-15 02:12:47.339259,yes,yes,yes,yes,yes,yes,no
5234,51,blue-collar,married,secondary,no,Budget-Conscious,Rural,3748,2020-11-22 18:57:39.135440,yes,yes,yes,yes,yes,no,no
5235,43,blue-collar,married,primary,no,Budget-Conscious,Suburban,3802,2023-11-20 16:28:06.121573,yes,yes,yes,yes,no,yes,no
5236,35,admin,married,tertiary,no,Budget-Conscious,Rural,4698,2022-05-06 08:00:55.250307,yes,no,no,yes,no,yes,yes
5237,47,services,single,secondary,no,Budget-Conscious,Rural,3075,2021-10-09 01:00:59.609477,yes,no,no,yes,no,no,no
5238,37,services,married,primary,no,Middle-Market,Suburban,1962,2024-10-13 17:05:27.171135,no,yes,yes,yes,yes,yes,no
5239,36,admin,divorced,secondary,no,Middle-Market,Suburban,3076,2023-07-12 03:46:55.709185,yes,no,no,yes,no,yes,no
5240,49,blue-collar,married,secondary,no,Middle-Market,Suburban,1775,2020-11-02 02:03:56.541160,yes,yes,no,yes,no,yes,yes
5241,18,student,married,tertiary,no,Young Professionals,Urban,1126,2020-07-23 18:35:52.447937,no,no,no,yes,no,yes,no
5242,62,blue-collar,married,secondary,no,Retired,Urban,1770,2023-02-06 05:50:54.923622,yes,yes,yes,yes,no,yes,no
5243,44,blue-collar,single,primary,no,Budget-Conscious,Urban,2509,2020-05-08 16:37:14.094001,yes,yes,no,yes,yes,no,no
5244,52,unemployed,married,primary,no,Budget-Conscious,Rural,118,2021-01-22 02:28:49.780321,yes,no,no,yes,no,no,no
5245,41,services,married,primary,no,Middle-Market,Urban,2840,2023-12-14 22:38:03.445211,no,no,yes,yes,no,no,no
5246,72,retired,divorced,tertiary,no,Budget-Conscious,Urban,1663,2020-04-05 08:48:57.524268,no,no,yes,yes,no,yes,no
5247,67,self-employed,married,tertiary,no,Retired,Suburban,-652,2022-08-31 22:17:38.923896,yes,yes,no,no,no,yes,no
5248,35,management,married,tertiary,no,Budget-Conscious,Suburban,5073,2022-12-12 02:24:28.132042,yes,yes,yes,yes,no,yes,no
5249,61,blue-collar,married,secondary,no,Retired,Urban,3828,2021-02-19 06:06:20.748008,yes,no,no,yes,no,yes,no
5250,53,blue-collar,married,tertiary,no,Budget-Conscious,Urban,1153,2023-10-06 04:47:43.767943,yes,yes,no,yes,yes,no,no
5251,64,blue-collar,divorced,secondary,no,Retired,Urban,3594,2020-04-08 19:15:42.772860,yes,yes,yes,yes,no,yes,no
5252,22,student,married,tertiary,no,Budget-Conscious,Urban,1094,2022-08-17 02:48:01.395280,yes,yes,yes,yes,no,yes,no
5253,52,services,married,tertiary,no,High-Value,Suburban,2289,2022-06-22 23:10:15.249408,yes,yes,no,yes,no,yes,yes
5254,35,admin,single,tertiary,no,High-Value,Urban,4076,2020-08-08 03:04:48.712483,yes,no,yes,yes,yes,no,yes
5255,44,management,divorced,tertiary,no,Middle-Market,Urban,8303,2020-06-05 22:33:07.444354,yes,no,yes,no,yes,yes,yes
5256,33,blue-collar,married,secondary,no,Budget-Conscious,Urban,2575,2023-11-21 09:27:07.492916,yes,yes,no,yes,no,yes,no
5257,72,admin,married,tertiary,no,Retired,Urban,4618,2024-01-15 00:30:13.011601,no,yes,no,yes,no,yes,yes
5258,62,blue-collar,married,secondary,no,Retired,Urban,2764,2020-07-06 07:35:58.319499,yes,yes,no,yes,no,no,no
5259,58,blue-collar,single,primary,no,Middle-Market,Suburban,3262,2020-05-27 01:02:37.964129,yes,no,yes,no,no,yes,no
5260,36,management,single,tertiary,no,Middle-Market,Urban,6549,2022-07-12 21:13:21.165524,yes,no,no,yes,no,yes,no
5261,60,technician,married,primary,no,Middle-Market,Suburban,3525,2020-06-15 06:47:01.854622,yes,no,yes,yes,yes,yes,yes
5262,50,management,married,secondary,no,Budget-Conscious,Suburban,7880,2022-03-04 01:35:35.739234,yes,yes,yes,yes,yes,yes,no
5263,84,retired,married,secondary,no,Retired,Suburban,2190,2021-12-02 15:07:24.129341,no,no,no,yes,no,no,no
5264,28,admin,single,tertiary,no,Young Professionals,Urban,4952,2020-10-01 01:18:15.281869,yes,no,yes,yes,yes,yes,yes
5265,21,student,single,secondary,no,Young Professionals,Urban,84,2020-03-12 00:27:02.777924,yes,yes,no,yes,no,no,no
5266,55,blue-collar,married,secondary,no,High-Value,Suburban,2682,2024-04-09 15:05:50.493982,yes,no,no,yes,yes,yes,no
5267,42,technician,married,tertiary,no,Middle-Market,Urban,3930,2024-04-03 01:25:48.769444,yes,yes,yes,yes,no,yes,no
5268,56,blue-collar,single,tertiary,no,High-Value,Urban,1762,2020-03-22 12:45:30.798866,yes,no,yes,yes,yes,no,yes
5269,46,management,married,tertiary,no,Middle-Market,Suburban,5689,2022-06-07 16:55:21.871033,yes,yes,no,yes,yes,yes,no
5270,41,entrepreneur,married,tertiary,no,High-Value,Urban,4520,2022-04-07 12:19:55.899213,yes,no,yes,yes,yes,yes,yes
5271,45,technician,married,secondary,no,Budget-Conscious,Urban,3868,2024-05-18 11:34:17.600278,yes,yes,yes,yes,no,yes,no
5272,79,admin,married,tertiary,no,Budget-Conscious,Urban,3666,2020-03-14 07:35:46.302036,yes,yes,no,yes,yes,yes,no
5273,64,technician,married,primary,no,Budget-Conscious,Rural,3580,2020-03-26 09:18:12.324344,yes,no,yes,yes,no,yes,no
5274,37,self-employed,married,tertiary,no,Middle-Market,Suburban,2591,2024-03-20 17:41:16.208235,yes,yes,yes,no,no,yes,no
5275,52,blue-collar,divorced,primary,no,High-Value,Urban,2027,2024-03-20 13:09:18.321747,yes,yes,no,yes,no,yes,no
5276,43,technician,divorced,tertiary,no,Budget-Conscious,Urban,2651,2023-02-03 19:39:09.312399,yes,no,no,yes,yes,yes,no
5277,53,technician,divorced,secondary,no,High-Value,Urban,3729,2024-09-25 11:02:48.813713,yes,yes,no,yes,yes,yes,no
5278,36,entrepreneur,divorced,tertiary,no,Budget-Conscious,Suburban,8461,2022-07-07 04:14:02.571816,yes,yes,no,yes,yes,yes,yes
5279,47,unemployed,married,secondary,no,Budget-Conscious,Urban,837,2021-06-02 15:43:15.593051,yes,yes,yes,yes,no,no,no
5280,35,entrepreneur,married,tertiary,no,Budget-Conscious,Suburban,8667,2021-11-20 10:26:43.660540,yes,no,yes,yes,no,yes,yes
5281,20,student,single,tertiary,no,Young Professionals,Urban,240,2020-04-17 23:18:15.191629,no,yes,no,yes,yes,no,yes
5282,38,blue-collar,married,primary,no,Middle-Market,Urban,3643,2021-02-15 12:22:33.740822,yes,yes,yes,yes,no,no,no
5283,24,technician,single,tertiary,no,Young Professionals,Urban,3231,2024-10-14 08:49:04.253500,yes,no,no,yes,no,yes,yes
5284,40,management,married,tertiary,no,High-Value,Urban,7356,2023-04-28 17:14:04.443787,yes,yes,yes,yes,yes,yes,no
5285,43,blue-collar,single,primary,no,Middle-Market,Suburban,2819,2021-04-24 18:15:57.318221,yes,yes,yes,no,no,yes,no
5286,72,services,divorced,primary,no,Retired,Suburban,2811,2020-12-10 22:56:26.903030,no,yes,no,yes,no,no,no
5287,24,student,married,tertiary,no,Budget-Conscious,Urban,337,2021-02-12 03:40:57.790771,no,yes,no,yes,no,no,yes
5288,62,admin,divorced,secondary,no,Retired,Urban,3186,2020-07-25 19:54:20.893018,yes,yes,yes,yes,yes,no,no
5289,45,admin,married,tertiary,no,Budget-Conscious,Urban,4883,2022-01-02 18:47:44.958174,no,yes,no,no,no,yes,no
5290,61,services,divorced,tertiary,no,Retired,Urban,3248,2020-07-24 21:17:12.452906,yes,no,no,yes,yes,yes,no
5291,39,technician,married,tertiary,no,Budget-Conscious,Urban,3541,2020-03-17 09:20:55.102322,yes,no,no,yes,no,yes,no
5292,35,technician,married,tertiary,no,Middle-Market,Urban,3758,2023-01-18 18:49:22.160281,yes,yes,no,yes,yes,yes,yes
5293,30,admin,single,primary,no,High-Value,Urban,3445,2024-03-20 11:20:32.884347,yes,no,no,yes,yes,yes,yes
5294,48,admin,married,secondary,no,Budget-Conscious,Urban,4008,2022-06-15 07:04:29.427591,yes,yes,yes,yes,no,yes,no
5295,16,self-employed,single,secondary,no,Young Professionals,Urban,2654,2020-03-09 11:20:20.340958,yes,yes,no,yes,yes,no,yes
5296,32,admin,single,tertiary,no,Middle-Market,Suburban,3588,2020-03-05 23:53:40.653310,yes,no,yes,yes,no,yes,no
5297,36,blue-collar,married,secondary,no,Budget-Conscious,Suburban,2721,2022-09-14 23:38:18.710568,yes,yes,yes,yes,no,yes,no
5298,60,services,married,tertiary,no,Middle-Market,Urban,2420,2020-03-14 13:04:23.320588,yes,yes,no,yes,yes,yes,no
5299,28,blue-collar,single,secondary,no,Young Professionals,Urban,1225,2020-11-21 21:10:05.704637,no,no,no,no,yes,no,no
5300,26,admin,single,primary,no,Young Professionals,Urban,3693,2020-10-30 14:28:00.640916,yes,no,no,yes,no,yes,no
5301,42,self-employed,married,secondary,no,Middle-Market,Suburban,4133,2020-04-18 15:57:09.941062,yes,yes,yes,yes,no,yes,no
5302,59,admin,married,tertiary,no,Budget-Conscious,Suburban,4170,2020-04-07 04:04:18.291060,yes,yes,yes,yes,yes,no,yes
5303,45,self-employed,married,primary,no,High-Value,Urban,4899,2023-09-01 11:23:27.813832,yes,no,no,yes,yes,yes,yes
5304,31,management,single,tertiary,no,Middle-Market,Rural,7810,2024-11-01 02:39:18.265616,yes,yes,no,yes,yes,yes,yes
5305,44,blue-collar,married,secondary,no,Budget-Conscious,Urban,2419,2021-02-25 12:39:54.652393,yes,yes,no,yes,no,yes,no
5306,51,blue-collar,married,primary,no,Budget-Conscious,Urban,2583,2023-03-27 04:19:40.505582,yes,yes,yes,yes,no,no,no
5307,41,blue-collar,married,primary,no,Budget-Conscious,Urban,2215,2024-03-18 16:44:36.762825,yes,yes,no,yes,no,yes,yes
5308,53,blue-collar,married,primary,no,Middle-Market,Urban,1292,2022-08-01 18:38:43.556616,yes,yes,yes,yes,yes,yes,no
5309,63,management,divorced,tertiary,no,High-Value,Urban,5634,2024-05-25 13:29:49.878803,yes,yes,no,yes,yes,yes,yes
5310,25,management,divorced,tertiary,no,Budget-Conscious,Rural,5867,2025-02-17 09:40:20.161503,yes,no,no,no,no,yes,yes
5311,58,entrepreneur,single,primary,no,Middle-Market,Urban,3938,2022-08-29 01:34:26.298606,yes,no,no,yes,no,yes,yes
5312,48,services,married,secondary,no,Middle-Market,Suburban,3109,2023-05-11 00:48:31.505056,yes,no,no,yes,no,yes,no
5313,47,unemployed,divorced,secondary,no,Budget-Conscious,Suburban,444,2020-12-03 06:06:46.805599,no,yes,yes,yes,no,no,no
5314,18,student,divorced,tertiary,no,Young Professionals,Rural,1088,2022-12-11 13:29:15.170471,no,yes,no,yes,no,no,yes
5315,32,blue-collar,married,secondary,no,Middle-Market,Suburban,2511,2020-07-22 03:27:54.790360,yes,no,yes,no,no,yes,no
5316,52,blue-collar,married,secondary,no,Middle-Market,Urban,1700,2020-07-08 01:21:58.914772,yes,yes,yes,yes,no,no,no
5317,35,technician,married,tertiary,no,Budget-Conscious,Rural,4294,2020-03-11 08:15:51.868425,yes,no,yes,yes,no,yes,no
5318,10,student,single,tertiary,no,Young Professionals,Suburban,1111,2022-02-28 04:01:44.969431,yes,yes,no,no,no,no,no
5319,62,admin,married,secondary,yes,Budget-Conscious,Suburban,3300,2020-03-21 06:59:19.183735,yes,yes,no,yes,no,yes,no
5320,76,retired,married,primary,no,Retired,Rural,1742,2022-02-03 02:30:28.883847,yes,yes,no,yes,no,no,no
5321,37,technician,married,tertiary,no,Middle-Market,Suburban,2912,2021-03-13 17:18:21.646253,yes,yes,yes,yes,yes,no,no
5322,43,technician,single,tertiary,no,Middle-Market,Urban,4233,2022-01-04 16:57:16.028641,yes,yes,yes,yes,no,yes,yes
5323,30,blue-collar,married,primary,no,Budget-Conscious,Suburban,3545,2020-04-12 00:35:12.675363,yes,yes,yes,no,yes,yes,no
5324,18,student,married,tertiary,no,Budget-Conscious,Suburban,-440,2022-07-19 01:15:17.469187,yes,yes,no,yes,no,no,no
5325,66,admin,married,primary,no,Retired,Suburban,3302,2022-07-29 08:55:32.027366,yes,yes,no,yes,no,yes,no
5326,77,retired,married,secondary,no,Retired,Suburban,2652,2024-08-31 14:08:41.073124,no,yes,yes,yes,no,yes,no
5327,33,admin,married,tertiary,no,Middle-Market,Rural,3111,2020-03-06 05:31:35.524988,yes,yes,yes,yes,no,yes,no
5328,47,technician,single,secondary,no,Middle-Market,Urban,4259,2023-08-02 22:43:23.255928,yes,yes,yes,yes,yes,yes,yes
5329,41,blue-collar,married,secondary,no,Middle-Market,Urban,1825,2024-07-08 17:26:38.123481,yes,yes,yes,yes,no,yes,no
5330,35,blue-collar,married,secondary,yes,High-Value,Suburban,2189,2021-07-11 12:35:26.075620,yes,yes,yes,yes,no,yes,no
5331,28,technician,single,secondary,no,Young Professionals,Urban,3524,2023-08-31 16:04:38.579113,yes,yes,no,yes,yes,yes,no
5332,45,entrepreneur,married,primary,no,High-Value,Suburban,2607,2020-06-10 07:26:16.726833,yes,yes,yes,yes,yes,yes,no
5333,71,admin,divorced,secondary,no,Retired,Suburban,4160,2020-10-03 06:19:43.776077,no,no,no,yes,yes,no,no
5334,63,entrepreneur,divorced,tertiary,no,Retired,Urban,3526,2024-09-23 13:27:53.197727,yes,yes,no,yes,yes,yes,yes
5335,19,student,single,tertiary,no,Budget-Conscious,Rural,1123,2020-08-13 07:46:15.799764,no,yes,no,yes,yes,no,yes
5336,37,unemployed,single,primary,no,Middle-Market,Rural,17,2020-03-22 19:24:42.111273,yes,yes,no,yes,no,no,yes
5337,51,entrepreneur,married,tertiary,no,Budget-Conscious,Urban,5843,2020-04-08 05:51:12.538750,yes,yes,no,yes,no,yes,no
5338,73,retired,married,secondary,no,Budget-Conscious,Urban,1740,2023-06-10 19:27:06.850292,yes,no,no,yes,yes,yes,no
5339,37,unemployed,single,secondary,no,Budget-Conscious,Suburban,848,2021-01-17 08:13:40.570211,yes,yes,no,no,no,no,no
5340,36,admin,divorced,secondary,no,Middle-Market,Suburban,3800,2020-07-27 02:28:51.263595,yes,no,no,yes,no,no,no
5341,42,management,married,secondary,no,Budget-Conscious,Urban,5731,2020-09-11 01:44:13.210732,yes,no,yes,yes,no,yes,no
5342,37,unemployed,single,secondary,no,High-Value,Suburban,810,2020-08-19 00:15:28.190235,yes,yes,no,no,no,no,no
5343,29,admin,single,secondary,no,Young Professionals,Rural,4409,2024-03-19 08:59:15.568161,yes,yes,no,yes,no,no,no
5344,40,technician,married,secondary,no,Middle-Market,Suburban,2687,2020-03-22 01:21:13.175855,yes,no,yes,yes,no,yes,no
5345,22,student,single,tertiary,no,Young Professionals,Suburban,1204,2020-12-18 04:32:47.581743,no,yes,no,no,no,yes,no
5346,26,blue-collar,single,secondary,no,Young Professionals,Suburban,1793,2020-07-09 20:32:43.954489,yes,yes,yes,yes,no,yes,no
5347,52,admin,married,tertiary,no,High-Value,Urban,4825,2020-08-27 15:08:54.490600,yes,no,yes,yes,no,no,no
5348,47,technician,married,tertiary,no,High-Value,Urban,3582,2023-07-24 08:07:14.148275,yes,yes,yes,yes,yes,yes,no
